Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,SatisfactionScore,LoyaltyIndex,WorkloadScore,CareerGrowthRate,OverTimeRisk,TenureStabilityIndex,OverTimeXSatisfaction,StagnationRisk,IncomeVsExperience,DistanceXOverTime
29,Travel_Rarely,468,Research & Development,28,Master,Medical,Very High,Female,73,Medium,1,Research Scientist,Low,Single,3785,8489,1,No,14,Excellent,Medium,0,5.0,3,Bad,5,4,0,4,630.8333333333334,2.0,0.6666666666666666,6,0.8333333333333334,0,2.5,0,0.0,630.8333333333334,0
34,Travel_Rarely,971,Sales,1,Bachelor,Technical Degree,Very High,Male,64,Medium,3,Sales Executive,High,Married,7083,12288,1,Yes,14,Excellent,Very High,0,10.0,3,Better,10,9,8,6,643.9090909090909,3.5,0.5454545454545454,6,0.18181818181818182,1,5.0,2,0.7272727272727273,643.9090909090909,1
36,Non-Travel,1105,Research & Development,24,Master,Life Sciences,Medium,Female,47,High,2,Laboratory Technician,Medium,Married,5674,6927,7,No,15,Excellent,High,1,11.0,3,Better,9,8,0,8,567.4,2.5,0.6666666666666666,9,0.9,0,1.375,0,0.0,472.8333333333333,0
55,Non-Travel,177,Research & Development,8,Below College,Medical,Very High,Male,37,Medium,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Excellent,Very High,1,28.5,3,Better,18,9,15,0,714.578947368421,3.25,0.0,6,0.15789473684210525,1,14.25,3,0.7894736842105263,460.23728813559325,8
43,Travel_Rarely,589,Research & Development,14,College,Life Sciences,Medium,Male,94,High,4,Research Director,Low,Married,16581,5200,6,No,24,Outstanding,High,1,22.0,3,Better,4,1,1,0,3316.2,2.25,0.0,9,0.6,0,3.142857142857143,0,0.2,720.9130434782609,0
32,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Very High,Female,38,High,2,Research Scientist,High,Single,4998,2338,4,Yes,14,Excellent,Very High,0,10.0,2,Better,8,7,0,7,555.3333333333334,3.5,0.6363636363636364,6,0.8888888888888888,1,2.0,2,0.0,454.3636363636364,2
32,Travel_Frequently,1318,Sales,10,Master,Marketing,Very High,Male,79,High,2,Sales Executive,Very High,Single,4648,26075,8,No,13,Excellent,High,0,4.0,2,Best,0,0,0,0,4648.0,3.75,0.0,6,0.0,0,0.4444444444444444,0,0.0,929.6,0
25,Travel_Rarely,883,Sales,26,Below College,Medical,High,Female,32,High,2,Sales Executive,Very High,Single,6180,22807,1,No,23,Outstanding,Medium,0,6.0,5,Good,6,5,1,4,882.8571428571429,2.75,0.5714285714285714,15,0.7142857142857143,0,3.0,0,0.14285714285714285,882.8571428571429,0
37,Travel_Rarely,674,Research & Development,13,Bachelor,Medical,Low,Male,47,High,2,Research Scientist,Very High,Married,4285,3031,1,No,17,Excellent,Low,0,10.0,2,Better,10,8,3,7,389.54545454545456,2.25,0.6363636363636364,6,0.6363636363636364,0,5.0,0,0.2727272727272727,389.54545454545456,0
45,Travel_Rarely,954,Sales,2,College,Technical Degree,Medium,Male,46,Low,2,Sales Representative,High,Single,6632,12388,0,No,13,Excellent,Low,0,9.0,3,Better,8,7,3,1,736.8888888888889,2.25,0.1,3,0.5555555555555556,0,9.0,0,0.3333333333333333,663.2,0
33,Travel_Rarely,1198,Research & Development,1,Master,Other,High,Male,100,Medium,1,Research Scientist,Low,Single,2799,3339,3,Yes,11,Excellent,Medium,0,6.0,1,Better,3,2,0,2,699.75,2.25,0.2857142857142857,2,0.75,1,1.5,4,0.0,399.85714285714283,1
31,Travel_Rarely,471,Research & Development,4,Bachelor,Medical,Low,Female,62,Very High,1,Laboratory Technician,High,Divorced,3978,16031,8,No,12,Excellent,Medium,1,4.0,0,Good,2,2,2,2,1326.0,2.0,0.4,0,0.0,0,0.4444444444444444,0,0.6666666666666666,795.6,0
26,Travel_Rarely,775,Sales,29,College,Medical,Low,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5,No,12,Excellent,Low,2,8.0,5,Better,0,0,0,0,4306.0,2.0,0.0,15,0.0,0,1.3333333333333333,0,0.0,478.44444444444446,0
46,Non-Travel,849,Sales,26,College,Life Sciences,Medium,Male,98,Medium,2,Sales Executive,Medium,Single,7991,25166,8,No,15,Excellent,High,0,6.0,3,Better,2,2,2,2,2663.6666666666665,2.5,0.2857142857142857,6,0.0,0,0.6666666666666666,0,0.6666666666666666,1141.5714285714287,0
29,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Very High,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,No,13,Excellent,Low,1,11.0,3,Bad,11,8,3,10,611.3333333333334,1.75,0.8333333333333334,6,0.6666666666666666,0,5.5,0,0.25,611.3333333333334,0
21,Travel_Rarely,391,Research & Development,15,College,Life Sciences,High,Male,96,High,1,Research Scientist,Very High,Single,1232,19281,1,No,14,Excellent,Very High,0,0.0,6,Better,0,0,0,0,1232.0,3.5,0.0,18,0.0,0,0.0,0,0.0,1232.0,0
52,Travel_Rarely,266,Sales,2,Below College,Marketing,Low,Female,57,Low,5,Manager,Very High,Married,16581,25846,1,No,15,Excellent,Very High,1,28.5,3,Better,18,14,6,9,872.6842105263158,3.0,0.3050847457627119,3,0.631578947368421,0,14.25,0,0.3157894736842105,562.0677966101695,0
37,Travel_Rarely,1017,Research & Development,1,College,Medical,High,Female,83,Medium,1,Research Scientist,Low,Married,3920,18697,2,No,14,Excellent,Low,1,17.0,2,Good,3,1,0,2,980.0,1.75,0.1111111111111111,4,0.75,0,5.666666666666667,0,0.0,217.77777777777777,0
39,Travel_Rarely,867,Research & Development,9,College,Medical,Low,Male,87,High,2,Manufacturing Director,Low,Married,5151,12315,1,No,25,Outstanding,Very High,1,10.0,3,Better,10,0,7,9,468.27272727272725,2.25,0.8181818181818182,9,0.2727272727272727,0,5.0,0,0.6363636363636364,468.27272727272725,0
27,Travel_Rarely,1291,Sales,11,Bachelor,Medical,High,Female,98,Very High,1,Sales Representative,Very High,Married,2534,6527,8,No,14,Excellent,Medium,1,5.0,4,Better,1,0,0,0,1267.0,3.0,0.0,16,0.5,0,0.5555555555555556,0,0.0,422.3333333333333,0
36,Travel_Rarely,1425,Research & Development,14,Below College,Life Sciences,High,Male,68,High,2,Healthcare Representative,Very High,Married,6586,4821,0,Yes,17,Excellent,Low,1,17.0,2,Good,16,8,4,11,387.4117647058824,2.5,0.6111111111111112,6,0.7058823529411765,1,17.0,1,0.23529411764705882,365.8888888888889,14
49,Travel_Rarely,470,Research & Development,20,Master,Medical,High,Female,96,High,2,Manufacturing Director,Low,Married,6567,5549,1,No,14,Excellent,High,0,16.0,2,Good,15,11,5,11,410.4375,2.25,0.6470588235294118,6,0.625,0,8.0,0,0.3125,386.29411764705884,0
45,Non-Travel,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,2,Laboratory Technician,Low,Married,3633,14039,1,Yes,15,Excellent,High,1,9.0,2,Better,9,8,0,8,363.3,2.75,0.8,6,0.9,1,4.5,4,0.0,363.3,23
45,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,Very High,Female,48,Medium,4,Research Director,Medium,Single,16581,17119,1,No,11,Excellent,High,0,21.0,2,Better,18,6,8,6,872.6842105263158,3.0,0.2727272727272727,4,0.5263157894736842,0,10.5,0,0.42105263157894735,753.6818181818181,0
34,Travel_Frequently,878,Research & Development,10,Master,Medical,Very High,Male,43,High,1,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Excellent,Very High,1,5.0,4,Best,5,3,2,0,635.8333333333334,3.75,0.0,12,0.5,1,2.5,2,0.3333333333333333,635.8333333333334,10
35,Travel_Rarely,219,Research & Development,16,College,Other,Very High,Female,44,Medium,2,Manufacturing Director,Medium,Married,4788,25388,0,Yes,11,Excellent,Very High,0,4.0,2,Better,3,2,0,2,1197.0,3.25,0.4,4,0.75,1,4.0,3,0.0,957.6,16
33,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,Medium,Male,99,High,1,Human Resources,High,Married,3600,8429,1,No,13,Excellent,Very High,1,5.0,2,Better,5,4,1,4,600.0,3.0,0.6666666666666666,6,0.6666666666666666,0,2.5,0,0.16666666666666666,600.0,0
32,Travel_Rarely,1045,Sales,4,Master,Medical,Very High,Male,32,Low,3,Sales Executive,Very High,Married,10400,25812,1,No,11,Excellent,High,0,14.0,2,Good,14,8,9,8,693.3333333333334,3.25,0.5333333333333333,2,0.3333333333333333,0,7.0,0,0.6,693.3333333333334,0
30,Travel_Rarely,501,Sales,27,Doctor,Marketing,High,Male,99,High,2,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Outstanding,Very High,1,10.0,2,Good,8,7,7,7,589.3333333333334,3.25,0.6363636363636364,6,0.1111111111111111,0,1.25,0,0.7777777777777778,482.1818181818182,0
34,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,Very High,Female,46,Medium,3,Healthcare Representative,Medium,Single,8621,17654,1,No,14,Excellent,Medium,0,9.0,3,Best,8,7,7,7,957.8888888888889,3.0,0.7,6,0.1111111111111111,0,4.5,0,0.7777777777777778,862.1,0
23,Travel_Rarely,541,Sales,2,Below College,Technical Degree,High,Male,62,High,1,Sales Representative,Low,Divorced,2322,9518,3,No,13,Excellent,High,1,3.0,3,Better,0,0,0,0,2322.0,2.5,0.0,9,0.0,0,0.75,0,0.0,580.5,0
51,Travel_Rarely,632,Sales,21,Master,Marketing,High,Male,71,High,2,Sales Executive,Very High,Single,5441,8423,0,Yes,22,Outstanding,Very High,0,11.0,2,Bad,10,7,1,0,494.6363636363636,3.0,0.0,6,0.8181818181818182,1,11.0,1,0.09090909090909091,453.4166666666667,21
28,Travel_Frequently,791,Research & Development,1,Master,Medical,Very High,Male,44,High,1,Laboratory Technician,High,Single,2154,6842,0,Yes,11,Excellent,High,0,5.0,2,Good,4,2,0,2,430.8,3.0,0.3333333333333333,6,0.8,1,5.0,2,0.0,359.0,1
31,Travel_Rarely,616,Research & Development,12,Bachelor,Medical,Very High,Female,41,High,2,Healthcare Representative,Very High,Married,5855,17369,0,Yes,11,Excellent,High,2,10.0,2,Bad,9,7,8,5,585.5,3.0,0.45454545454545453,6,0.1,1,10.0,1,0.8,532.2727272727273,12
27,Travel_Rarely,608,Research & Development,1,College,Life Sciences,High,Female,68,High,3,Manufacturing Director,Low,Married,7412,6009,1,No,11,Excellent,Very High,0,9.0,3,Better,9,7,0,7,741.2,2.75,0.7,9,0.9,0,4.5,0,0.0,741.2,0
28,Travel_Rarely,1169,Human Resources,8,College,Medical,Medium,Male,63,Medium,1,Human Resources,Very High,Divorced,4936,23965,1,No,13,Excellent,Very High,1,6.0,6,Better,5,1,0,4,822.6666666666666,3.25,0.5714285714285714,12,0.8333333333333334,0,3.0,0,0.0,705.1428571428571,0
45,Non-Travel,589,Sales,2,Master,Life Sciences,High,Female,67,High,2,Sales Executive,High,Married,5154,19665,4,No,22,Outstanding,Medium,2,10.0,3,Best,8,7,5,7,572.6666666666666,3.0,0.6363636363636364,9,0.3333333333333333,0,2.0,0,0.5555555555555556,468.54545454545456,0
39,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,Excellent,Very High,1,9.0,2,Better,9,8,5,8,647.2,3.75,0.8,6,0.4,1,4.5,1,0.5,647.2,1
42,Travel_Frequently,1271,Research & Development,2,Below College,Medical,Medium,Male,35,High,1,Research Scientist,Very High,Single,2515,9068,5,Yes,14,Excellent,Very High,0,8.0,2,Better,2,1,2,2,838.3333333333334,3.25,0.2222222222222222,6,0.0,1,1.3333333333333333,1,0.6666666666666666,279.44444444444446,2
33,Travel_Frequently,508,Sales,10,Bachelor,Marketing,Medium,Male,46,Medium,2,Sales Executive,Very High,Single,4682,4317,3,No,14,Excellent,High,0,9.0,6,Good,7,7,0,1,585.25,2.75,0.1,12,0.875,0,2.25,0,0.0,468.2,0
36,Travel_Rarely,557,Sales,3,Bachelor,Medical,Low,Female,94,Medium,3,Sales Executive,Very High,Married,7644,12695,0,No,19,Excellent,High,2,10.0,2,Better,9,7,3,4,764.4,2.75,0.36363636363636365,4,0.6,0,10.0,0,0.3,694.9090909090909,0
38,Travel_Rarely,723,Sales,2,Master,Marketing,Medium,Female,77,Low,2,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Outstanding,Low,2,20.0,4,Good,4,2,0,3,1081.0,2.25,0.14285714285714285,4,0.8,1,6.666666666666667,1,0.0,257.3809523809524,2
59,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,High,Female,69,Medium,4,Manufacturing Director,Very High,Single,13726,21829,3,Yes,13,Excellent,Low,0,28.5,4,Better,5,3,4,3,2287.6666666666665,2.75,0.1016949152542373,8,0.16666666666666666,1,7.125,1,0.6666666666666666,465.2881355932203,2
29,Travel_Rarely,1247,Sales,20,College,Marketing,Very High,Male,45,High,2,Sales Executive,Very High,Divorced,6931,10732,2,No,14,Excellent,Very High,1,10.0,2,Better,3,2,0,2,1732.75,3.75,0.18181818181818182,6,0.75,0,3.3333333333333335,0,0.0,630.0909090909091,0
49,Travel_Frequently,1064,Research & Development,2,Below College,Life Sciences,Medium,Male,42,High,5,Research Director,Very High,Married,16581,13738,3,No,15,Excellent,Very High,0,28.0,3,Better,5,4,4,3,2763.5,3.25,0.10344827586206896,9,0.16666666666666666,0,7.0,0,0.6666666666666666,571.7586206896551,0
50,Non-Travel,145,Sales,1,Bachelor,Life Sciences,Very High,Female,95,High,2,Sales Executive,High,Married,6347,24920,0,No,12,Excellent,Low,1,19.0,3,Better,18,7,0,13,334.05263157894734,2.75,0.65,9,0.9473684210526315,0,19.0,0,0.0,317.35,0
27,Non-Travel,210,Sales,1,Below College,Marketing,High,Male,73,High,2,Sales Executive,Medium,Married,6349,22107,0,Yes,13,Excellent,Very High,1,6.0,0,Better,5,4,1,4,1058.1666666666667,3.0,0.5714285714285714,0,0.6666666666666666,1,6.0,3,0.16666666666666666,907.0,1
42,Non-Travel,355,Research & Development,10,Master,Technical Degree,High,Male,38,High,1,Research Scientist,High,Married,2936,6161,3,No,22,Outstanding,Medium,2,10.0,1,Good,6,3,3,3,419.42857142857144,2.5,0.2727272727272727,3,0.42857142857142855,0,2.5,0,0.42857142857142855,266.90909090909093,0
37,Travel_Rarely,408,Research & Development,19,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Medium,Married,3022,10227,4,No,21,Outstanding,Low,0,8.0,1,Better,1,0,0,0,1511.0,2.0,0.0,3,0.5,0,1.6,0,0.0,335.77777777777777,0
36,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,High,Male,46,High,1,Research Scientist,Medium,Married,3692,9256,1,No,12,Excellent,High,0,12.0,2,Good,11,10,0,7,307.6666666666667,2.5,0.5384615384615384,6,0.9166666666666666,0,6.0,0,0.0,284.0,0
47,Travel_Rarely,983,Research & Development,2,College,Medical,Low,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,7389,5,No,13,Excellent,High,3,20.0,2,Better,5,0,0,4,845.0,2.75,0.19047619047619047,6,0.8333333333333334,0,3.3333333333333335,0,0.0,241.42857142857142,0
39,Travel_Rarely,119,Sales,15,Master,Marketing,Medium,Male,77,High,4,Sales Executive,Low,Single,13341,25098,0,No,12,Excellent,Low,0,21.0,3,Better,18,8,11,10,702.1578947368421,1.75,0.45454545454545453,9,0.3684210526315789,0,21.0,0,0.5789473684210527,606.4090909090909,0
41,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,High,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,No,19,Excellent,Medium,1,10.0,4,Better,3,2,1,2,1607.5,2.5,0.18181818181818182,4,0.5,0,1.4285714285714286,0,0.25,584.5454545454545,0
29,Travel_Frequently,337,Research & Development,14,Below College,Other,High,Female,84,High,3,Healthcare Representative,Very High,Single,7553,22930,0,Yes,12,Excellent,Low,0,9.0,1,Better,8,7,7,7,839.2222222222222,2.75,0.7,3,0.1111111111111111,1,9.0,1,0.7777777777777778,755.3,14
38,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,Very High,Female,32,High,2,Research Scientist,High,Single,4317,2302,3,Yes,20,Outstanding,Medium,0,19.0,2,Better,3,2,2,2,1079.25,3.0,0.1,6,0.25,1,4.75,2,0.5,215.85,3
32,Travel_Rarely,1062,Research & Development,2,Bachelor,Medical,High,Female,75,High,1,Laboratory Technician,Medium,Married,2370,3956,1,No,13,Excellent,High,1,8.0,4,Better,8,0,0,7,263.3333333333333,2.75,0.7777777777777778,12,0.8888888888888888,0,4.0,0,0.0,263.3333333333333,0
31,Travel_Frequently,1445,Research & Development,1,Doctor,Life Sciences,High,Female,100,Very High,3,Manufacturing Director,Medium,Single,7446,8931,1,No,11,Excellent,Low,0,10.0,2,Better,10,8,4,7,676.9090909090909,2.25,0.6363636363636364,8,0.5454545454545454,0,5.0,0,0.36363636363636365,676.9090909090909,0
21,Travel_Rarely,546,Research & Development,5,Below College,Medical,High,Male,97,High,1,Research Scientist,Very High,Single,3117,26009,1,No,18,Excellent,High,0,3.0,2,Better,2,2,2,2,1039.0,3.25,0.5,6,0.0,0,1.5,0,0.6666666666666666,779.25,0
43,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,Very High,Female,33,High,2,Healthcare Representative,Very High,Married,5562,21782,4,No,13,Excellent,Medium,1,12.0,2,Good,5,2,2,2,927.0,3.0,0.15384615384615385,6,0.5,0,2.4,0,0.3333333333333333,427.84615384615387,0
38,Travel_Rarely,1495,Research & Development,4,College,Medical,Very High,Female,87,High,1,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,Very High,1,7.0,5,Good,0,0,0,0,3306.0,3.25,0.0,15,0.0,0,0.875,0,0.0,413.25,0
50,Travel_Rarely,813,Research & Development,17,Doctor,Life Sciences,Very High,Female,50,Medium,3,Research Director,Low,Divorced,13269,21981,5,No,15,Excellent,High,3,19.0,3,Better,14,11,1,11,884.6,2.75,0.55,6,0.8666666666666667,0,3.1666666666666665,0,0.06666666666666667,663.45,0
31,Travel_Rarely,1274,Research & Development,9,Below College,Life Sciences,High,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Outstanding,Very High,1,13.0,6,Best,13,8,0,8,760.5714285714286,3.25,0.5714285714285714,18,0.9285714285714286,0,6.5,0,0.0,760.5714285714286,0
35,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,High,Male,84,High,2,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Excellent,Very High,0,10.0,2,Better,10,7,7,7,528.4545454545455,3.5,0.6363636363636364,6,0.2727272727272727,1,5.0,1,0.6363636363636364,528.4545454545455,27
37,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,High,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,Excellent,Very High,0,18.0,2,Good,1,0,0,1,2098.5,2.75,0.05263157894736842,6,0.5,1,6.0,3,0.0,220.89473684210526,10
27,Travel_Rarely,1130,Sales,8,Master,Marketing,Medium,Female,56,High,2,Sales Executive,Medium,Married,6214,3415,1,No,18,Excellent,Low,1,8.0,3,Better,8,7,0,7,690.4444444444445,2.0,0.7777777777777778,9,0.8888888888888888,0,4.0,0,0.0,690.4444444444445,0
48,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,High,Male,78,Medium,3,Healthcare Representative,High,Single,10999,22245,7,No,14,Excellent,Medium,0,27.0,3,Better,15,11,4,8,687.4375,2.75,0.2857142857142857,6,0.6875,0,3.375,0,0.25,392.82142857142856,0
38,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,Very High,Female,58,Medium,2,Research Scientist,Medium,Divorced,2133,18115,1,Yes,16,Excellent,High,1,20.0,3,Better,18,11,0,7,112.26315789473684,3.0,0.3333333333333333,6,0.9473684210526315,1,10.0,3,0.0,101.57142857142857,8
36,Non-Travel,894,Research & Development,1,Master,Medical,Very High,Female,33,Medium,2,Manufacturing Director,High,Married,4374,15411,0,No,15,Excellent,High,0,4.0,6,Better,3,2,1,2,1093.5,3.25,0.4,12,0.5,0,4.0,0,0.25,874.8,0
27,Travel_Rarely,1377,Research & Development,11,Below College,Life Sciences,Medium,Male,91,High,1,Laboratory Technician,Low,Married,2099,7679,0,No,14,Excellent,Medium,0,6.0,3,Best,5,0,1,4,349.8333333333333,2.25,0.5714285714285714,9,0.6666666666666666,0,6.0,0,0.16666666666666666,299.85714285714283,0
34,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Low,Female,92,Medium,1,Research Scientist,High,Divorced,2029,15891,1,No,20,Outstanding,High,3,5.0,2,Better,5,4,0,0,338.1666666666667,2.5,0.0,4,0.8333333333333334,0,2.5,0,0.0,338.1666666666667,0
47,Travel_Frequently,217,Sales,3,Bachelor,Medical,Very High,Female,49,High,4,Sales Executive,High,Divorced,13770,10225,9,Yes,12,Excellent,Very High,2,28.0,2,Good,18,2,11,13,724.7368421052631,3.25,0.4482758620689655,6,0.3684210526315789,1,2.8,2,0.5789473684210527,474.82758620689657,3
49,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,Very High,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Excellent,Medium,1,17.0,2,Good,2,2,2,2,862.3333333333334,2.25,0.1111111111111111,6,0.0,1,3.4,4,0.6666666666666666,143.72222222222223,16
58,Travel_Rarely,605,Sales,21,Bachelor,Life Sciences,Very High,Female,72,High,4,Manager,Very High,Married,16581,11761,4,Yes,13,Excellent,High,1,28.5,2,Good,1,0,0,0,8290.5,3.25,0.0,6,0.5,1,5.7,1,0.0,562.0677966101695,21
24,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,Low,Female,62,High,1,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Medium,0,6.0,4,Better,5,3,1,4,533.6666666666666,2.0,0.5714285714285714,12,0.6666666666666666,1,3.0,3,0.16666666666666666,457.42857142857144,1
29,Travel_Frequently,410,Research & Development,2,Below College,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Medium,Married,3180,4668,0,No,13,Excellent,High,3,4.0,3,Better,3,2,0,2,795.0,3.0,0.4,9,0.75,0,4.0,0,0.0,636.0,0
35,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,Medium,Male,82,Low,2,Research Scientist,Very High,Single,6646,19368,1,No,13,Excellent,Medium,0,17.0,3,Better,17,11,11,8,369.22222222222223,2.75,0.4444444444444444,3,0.3333333333333333,0,8.5,0,0.6111111111111112,369.22222222222223,0
26,Travel_Rarely,841,Research & Development,6,Bachelor,Other,High,Female,46,Medium,1,Research Scientist,Medium,Married,2368,23300,1,No,19,Excellent,High,0,5.0,3,Good,5,4,4,3,394.6666666666667,2.5,0.5,6,0.16666666666666666,0,2.5,0,0.6666666666666666,394.6666666666667,0
58,Travel_Rarely,286,Research & Development,2,Master,Life Sciences,Very High,Male,31,High,5,Research Director,Medium,Single,16581,25761,7,Yes,12,Excellent,Very High,0,28.5,2,Better,18,15,13,8,872.6842105263158,3.25,0.2711864406779661,6,0.2631578947368421,1,3.5625,3,0.6842105263157895,562.0677966101695,2
45,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Medium,Female,83,High,5,Manager,Medium,Single,16581,13035,3,No,22,Outstanding,High,0,22.0,4,Better,0,0,0,0,16581.0,2.5,0.0,12,0.0,0,5.5,0,0.0,720.9130434782609,0
